Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Nacionalitat,Nombre
2010,1,Ciutat Vella,1,el Raval,1 espanyol,6591
2010,1,Ciutat Vella,2,el Barri Gòtic,1 espanyol,2705
2010,1,Ciutat Vella,3,la Barceloneta,1 espanyol,2723
2010,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1 espanyol,4053
2010,2,Eixample,5,el Fort Pienc,1 espanyol,4239
2010,2,Eixample,6,la Sagrada Família,1 espanyol,7883
2010,2,Eixample,7,la Dreta de l'Eixample,1 espanyol,6539
2010,2,Eixample,8,l'Antiga Esquerra de l'Eixample,1 espanyol,6760
2010,2,Eixample,9,la Nova Esquerra de l'Eixample,1 espanyol,8408
2010,2,Eixample,10,Sant Antoni,1 espanyol,5971
2010,3,Sants-Montjuïc,11,el Poble Sec,1 espanyol,5930
2010,3,Sants-Montjuïc,12,la Marina del Prat Vermell,1 espanyol,150
2010,3,Sants-Montjuïc,13,la Marina de Port,1 espanyol,3123
2010,3,Sants-Montjuïc,14,la Font de la Guatlla,1 espanyol,1444
2010,3,Sants-Montjuïc,15,Hostafrancs,1 espanyol,2277
2010,3,Sants-Montjuïc,16,la Bordeta,1 espanyol,2150
2010,3,Sants-Montjuïc,17,Sants - Badal,1 espanyol,3176
2010,3,Sants-Montjuïc,18,Sants,1 espanyol,6167
2010,4,Les Corts,19,les Corts,1 espanyol,5855
2010,4,Les Corts,20,la Maternitat i Sant Ramon,1 espanyol,2695
2010,4,Les Corts,21,Pedralbes,1 espanyol,1087
2010,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",1 espanyol,367
2010,5,Sarrià-Sant Gervasi,23,Sarrià,1 espanyol,2567
2010,5,Sarrià-Sant Gervasi,24,les Tres Torres,1 espanyol,1408
2010,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,1 espanyol,2738
2010,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,1 espanyol,5917
2010,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,1 espanyol,4256
2010,6,Gràcia,28,Vallcarca i els Penitents,1 espanyol,2177
2010,6,Gràcia,29,el Coll,1 espanyol,1005
2010,6,Gràcia,30,la Salut,1 espanyol,1700
2010,6,Gràcia,31,la Vila de Gràcia,1 espanyol,9332
2010,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,1 espanyol,5151
2010,7,Horta-Guinardó,33,el Baix Guinardó,1 espanyol,3609
2010,7,Horta-Guinardó,34,Can Baró,1 espanyol,1222
2010,7,Horta-Guinardó,35,el Guinardó,1 espanyol,5019
2010,7,Horta-Guinardó,36,la Font d'en Fargues,1 espanyol,917
2010,7,Horta-Guinardó,37,el Carmel,1 espanyol,3535
2010,7,Horta-Guinardó,38,la Teixonera,1 espanyol,1353
2010,7,Horta-Guinardó,39,Sant Genís dels Agudells,1 espanyol,850
2010,7,Horta-Guinardó,40,Montbau,1 espanyol,746
2010,7,Horta-Guinardó,41,la Vall d'Hebron,1 espanyol,612
2010,7,Horta-Guinardó,42,la Clota,1 espanyol,52
2010,7,Horta-Guinardó,43,Horta,1 espanyol,3125
2010,8,Nou Barris,44,Vilapicina i la Torre Llobeta,1 espanyol,3120
2010,8,Nou Barris,45,Porta,1 espanyol,3086
2010,8,Nou Barris,46,el Turó de la Peira,1 espanyol,2194
2010,8,Nou Barris,47,Can Peguera,1 espanyol,279
2010,8,Nou Barris,48,la Guineueta,1 espanyol,1655
2010,8,Nou Barris,49,Canyelles,1 espanyol,619
2010,8,Nou Barris,50,les Roquetes,1 espanyol,1608
2010,8,Nou Barris,51,Verdun,1 espanyol,1656
2010,8,Nou Barris,52,la Prosperitat,1 espanyol,3019
2010,8,Nou Barris,53,la Trinitat Nova,1 espanyol,1048
2010,8,Nou Barris,54,Torre Baró,1 espanyol,162
2010,8,Nou Barris,55,Ciutat Meridiana,1 espanyol,902
2010,8,Nou Barris,56,Vallbona,1 espanyol,154
2010,9,Sant Andreu,57,la Trinitat Vella,1 espanyol,842
2010,9,Sant Andreu,58,Baró de Viver,1 espanyol,316
2010,9,Sant Andreu,59,el Bon Pastor,1 espanyol,1211
2010,9,Sant Andreu,60,Sant Andreu,1 espanyol,6535
2010,9,Sant Andreu,61,la Sagrera,1 espanyol,3298
2010,9,Sant Andreu,62,el Congrés i els Indians,1 espanyol,1993
2010,9,Sant Andreu,63,Navas,1 espanyol,2622
2010,10,Sant Martí,64,el Camp de l'Arpa del Clot,1 espanyol,5492
2010,10,Sant Martí,65,el Clot,1 espanyol,3060
2010,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,1 espanyol,1774
2010,10,Sant Martí,67,la Vila Olímpica del Poblenou,1 espanyol,898
2010,10,Sant Martí,68,el Poblenou,1 espanyol,4015
2010,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,1 espanyol,1539
2010,10,Sant Martí,70,el Besòs i el Maresme,1 espanyol,2397
2010,10,Sant Martí,71,Provençals del Poblenou,1 espanyol,2100
2010,10,Sant Martí,72,Sant Martí de Provençals,1 espanyol,3131
2010,10,Sant Martí,73,la Verneda i la Pau,1 espanyol,2886
2010,99,No consta,99,No consta,1 espanyol,42
2010,1,Ciutat Vella,1,el Raval,2 espanyols,3620
2010,1,Ciutat Vella,2,el Barri Gòtic,2 espanyols,1441
2010,1,Ciutat Vella,3,la Barceloneta,2 espanyols,1684
2010,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",2 espanyols,2149
2010,2,Eixample,5,el Fort Pienc,2 espanyols,3468
2010,2,Eixample,6,la Sagrada Família,2 espanyols,6070
2010,2,Eixample,7,la Dreta de l'Eixample,2 espanyols,4437
2010,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2 espanyols,4590
2010,2,Eixample,9,la Nova Esquerra de l'Eixample,2 espanyols,6776
2010,2,Eixample,10,Sant Antoni,2 espanyols,4632
2010,3,Sants-Montjuïc,11,el Poble Sec,2 espanyols,4233
2010,3,Sants-Montjuïc,12,la Marina del Prat Vermell,2 espanyols,114
2010,3,Sants-Montjuïc,13,la Marina de Port,2 espanyols,3287
2010,3,Sants-Montjuïc,14,la Font de la Guatlla,2 espanyols,1185
2010,3,Sants-Montjuïc,15,Hostafrancs,2 espanyols,1731
2010,3,Sants-Montjuïc,16,la Bordeta,2 espanyols,2216
2010,3,Sants-Montjuïc,17,Sants - Badal,2 espanyols,2878
2010,3,Sants-Montjuïc,18,Sants,2 espanyols,4932
2010,4,Les Corts,19,les Corts,2 espanyols,5214
2010,4,Les Corts,20,la Maternitat i Sant Ramon,2 espanyols,2807
2010,4,Les Corts,21,Pedralbes,2 espanyols,1067
2010,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",2 espanyols,345
2010,5,Sarrià-Sant Gervasi,23,Sarrià,2 espanyols,2062
2010,5,Sarrià-Sant Gervasi,24,les Tres Torres,2 espanyols,1286
2010,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,2 espanyols,2211
2010,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,2 espanyols,4657
2010,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,2 espanyols,2946
2010,6,Gràcia,28,Vallcarca i els Penitents,2 espanyols,1714
2010,6,Gràcia,29,el Coll,2 espanyols,844
2010,6,Gràcia,30,la Salut,2 espanyols,1542
2010,6,Gràcia,31,la Vila de Gràcia,2 espanyols,5949
2010,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,2 espanyols,4055
2010,7,Horta-Guinardó,33,el Baix Guinardó,2 espanyols,3151
2010,7,Horta-Guinardó,34,Can Baró,2 espanyols,1096
2010,7,Horta-Guinardó,35,el Guinardó,2 espanyols,4441
2010,7,Horta-Guinardó,36,la Font d'en Fargues,2 espanyols,1104
2010,7,Horta-Guinardó,37,el Carmel,2 espanyols,4018
2010,7,Horta-Guinardó,38,la Teixonera,2 espanyols,1403
2010,7,Horta-Guinardó,39,Sant Genís dels Agudells,2 espanyols,946
2010,7,Horta-Guinardó,40,Montbau,2 espanyols,702
2010,7,Horta-Guinardó,41,la Vall d'Hebron,2 espanyols,630
2010,7,Horta-Guinardó,42,la Clota,2 espanyols,63
2010,7,Horta-Guinardó,43,Horta,2 espanyols,3247
2010,8,Nou Barris,44,Vilapicina i la Torre Llobeta,2 espanyols,3210
2010,8,Nou Barris,45,Porta,2 espanyols,3160
2010,8,Nou Barris,46,el Turó de la Peira,2 espanyols,1877
2010,8,Nou Barris,47,Can Peguera,2 espanyols,276
2010,8,Nou Barris,48,la Guineueta,2 espanyols,2089
2010,8,Nou Barris,49,Canyelles,2 espanyols,848
2010,8,Nou Barris,50,les Roquetes,2 espanyols,1722
2010,8,Nou Barris,51,Verdun,2 espanyols,1570
2010,8,Nou Barris,52,la Prosperitat,2 espanyols,3437
2010,8,Nou Barris,53,la Trinitat Nova,2 espanyols,833
2010,8,Nou Barris,54,Torre Baró,2 espanyols,161
2010,8,Nou Barris,55,Ciutat Meridiana,2 espanyols,1039
2010,8,Nou Barris,56,Vallbona,2 espanyols,123
2010,9,Sant Andreu,57,la Trinitat Vella,2 espanyols,886
2010,9,Sant Andreu,58,Baró de Viver,2 espanyols,229
2010,9,Sant Andreu,59,el Bon Pastor,2 espanyols,1403
2010,9,Sant Andreu,60,Sant Andreu,2 espanyols,6829
2010,9,Sant Andreu,61,la Sagrera,2 espanyols,3572
2010,9,Sant Andreu,62,el Congrés i els Indians,2 espanyols,1788
2010,9,Sant Andreu,63,Navas,2 espanyols,2632
2010,10,Sant Martí,64,el Camp de l'Arpa del Clot,2 espanyols,4775
2010,10,Sant Martí,65,el Clot,2 espanyols,2945
2010,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,2 espanyols,1462
2010,10,Sant Martí,67,la Vila Olímpica del Poblenou,2 espanyols,723
2010,10,Sant Martí,68,el Poblenou,2 espanyols,3434
2010,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,2 espanyols,1299
2010,10,Sant Martí,70,el Besòs i el Maresme,2 espanyols,2413
2010,10,Sant Martí,71,Provençals del Poblenou,2 espanyols,2211
2010,10,Sant Martí,72,Sant Martí de Provençals,2 espanyols,3341
2010,10,Sant Martí,73,la Verneda i la Pau,2 espanyols,3726
