Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Nacionalitat,Nombre
2012,1,Ciutat Vella,1,el Raval,1 espanyol,6482
2012,1,Ciutat Vella,2,el Barri Gòtic,1 espanyol,2621
2012,1,Ciutat Vella,3,la Barceloneta,1 espanyol,2642
2012,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1 espanyol,4066
2012,2,Eixample,5,el Fort Pienc,1 espanyol,4347
2012,2,Eixample,6,la Sagrada Família,1 espanyol,7949
2012,2,Eixample,7,la Dreta de l'Eixample,1 espanyol,6635
2012,2,Eixample,8,l'Antiga Esquerra de l'Eixample,1 espanyol,6685
2012,2,Eixample,9,la Nova Esquerra de l'Eixample,1 espanyol,8540
2012,2,Eixample,10,Sant Antoni,1 espanyol,6029
2012,3,Sants-Montjuïc,11,el Poble Sec,1 espanyol,5876
2012,3,Sants-Montjuïc,12,la Marina del Prat Vermell,1 espanyol,149
2012,3,Sants-Montjuïc,13,la Marina de Port,1 espanyol,3277
2012,3,Sants-Montjuïc,14,la Font de la Guatlla,1 espanyol,1424
2012,3,Sants-Montjuïc,15,Hostafrancs,1 espanyol,2296
2012,3,Sants-Montjuïc,16,la Bordeta,1 espanyol,2254
2012,3,Sants-Montjuïc,17,Sants - Badal,1 espanyol,3245
2012,3,Sants-Montjuïc,18,Sants,1 espanyol,6184
2012,4,Les Corts,19,les Corts,1 espanyol,6063
2012,4,Les Corts,20,la Maternitat i Sant Ramon,1 espanyol,2760
2012,4,Les Corts,21,Pedralbes,1 espanyol,1109
2012,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",1 espanyol,370
2012,5,Sarrià-Sant Gervasi,23,Sarrià,1 espanyol,2602
2012,5,Sarrià-Sant Gervasi,24,les Tres Torres,1 espanyol,1404
2012,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,1 espanyol,2740
2012,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,1 espanyol,6019
2012,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,1 espanyol,4289
2012,6,Gràcia,28,Vallcarca i els Penitents,1 espanyol,2155
2012,6,Gràcia,29,el Coll,1 espanyol,1009
2012,6,Gràcia,30,la Salut,1 espanyol,1782
2012,6,Gràcia,31,la Vila de Gràcia,1 espanyol,9286
2012,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,1 espanyol,5167
2012,7,Horta-Guinardó,33,el Baix Guinardó,1 espanyol,3602
2012,7,Horta-Guinardó,34,Can Baró,1 espanyol,1214
2012,7,Horta-Guinardó,35,el Guinardó,1 espanyol,5115
2012,7,Horta-Guinardó,36,la Font d'en Fargues,1 espanyol,951
2012,7,Horta-Guinardó,37,el Carmel,1 espanyol,3615
2012,7,Horta-Guinardó,38,la Teixonera,1 espanyol,1406
2012,7,Horta-Guinardó,39,Sant Genís dels Agudells,1 espanyol,862
2012,7,Horta-Guinardó,40,Montbau,1 espanyol,742
