Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Nacionalitat,Nombre
2015,1,Ciutat Vella,1,el Raval,1 espanyol,6104
2015,1,Ciutat Vella,2,el Barri Gòtic,1 espanyol,2373
2015,1,Ciutat Vella,3,la Barceloneta,1 espanyol,2496
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1 espanyol,3812
2015,2,Eixample,5,el Fort Pienc,1 espanyol,4216
2015,2,Eixample,6,la Sagrada Família,1 espanyol,7630
2015,2,Eixample,7,la Dreta de l'Eixample,1 espanyol,6379
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,1 espanyol,6539
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,1 espanyol,8419
2015,2,Eixample,10,Sant Antoni,1 espanyol,5946
2015,3,Sants-Montjuïc,11,el Poble Sec,1 espanyol,5606
2015,3,Sants-Montjuïc,12,la Marina del Prat Vermell,1 espanyol,163
2015,3,Sants-Montjuïc,13,la Marina de Port,1 espanyol,3302
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,1 espanyol,1438
2015,3,Sants-Montjuïc,15,Hostafrancs,1 espanyol,2195
2015,3,Sants-Montjuïc,16,la Bordeta,1 espanyol,2260
2015,3,Sants-Montjuïc,17,Sants - Badal,1 espanyol,3196
2015,3,Sants-Montjuïc,18,Sants,1 espanyol,5972
2015,4,Les Corts,19,les Corts,1 espanyol,5951
2015,4,Les Corts,20,la Maternitat i Sant Ramon,1 espanyol,2778
2015,4,Les Corts,21,Pedralbes,1 espanyol,1051
2015,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",1 espanyol,365
2015,5,Sarrià-Sant Gervasi,23,Sarrià,1 espanyol,2427
2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,1 espanyol,1379
2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,1 espanyol,2712
2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,1 espanyol,5887
2015,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,1 espanyol,4170
2015,6,Gràcia,28,Vallcarca i els Penitents,1 espanyol,2102
2015,6,Gràcia,29,el Coll,1 espanyol,977
2015,6,Gràcia,30,la Salut,1 espanyol,1732
